topic	req_id	source	source_ref	subcategory	feature	mctash_default	mctash_posix	tests	notes
subcategory:invocation.set-o-option	C1.OPT.SETO.KEYWORD	bash-man	bash(1) section set builtin	invocation.set-o-option	keyword	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-o-option	C1.OPT.SETO.MONITOR	bash-man	bash(1) section set builtin	invocation.set-o-option	monitor	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-o-option	C1.OPT.SETO.NOCLOBBER	bash-man	bash(1) section set builtin	invocation.set-o-option	noclobber	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-o-option	C1.OPT.SETO.NOEXEC	bash-man	bash(1) section set builtin	invocation.set-o-option	noexec	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-o-option	C1.OPT.SETO.NOGLOB	bash-man	bash(1) section set builtin	invocation.set-o-option	noglob	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-o-option	C1.OPT.SETO.NOLOG	bash-man	bash(1) section set builtin	invocation.set-o-option	nolog	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-o-option	C1.OPT.SETO.NOTIFY	bash-man	bash(1) section set builtin	invocation.set-o-option	notify	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-o-option	C1.OPT.SETO.NOUNSET	bash-man	bash(1) section set builtin	invocation.set-o-option	nounset	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-o-option	C1.OPT.SETO.ONECMD	bash-man	bash(1) section set builtin	invocation.set-o-option	onecmd	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-o-option	C1.OPT.SETO.PHYSICAL	bash-man	bash(1) section set builtin	invocation.set-o-option	physical	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-o-option	C1.OPT.SETO.PIPEFAIL	bash-man	bash(1) section set builtin	invocation.set-o-option	pipefail	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-o-option	C1.OPT.SETO.POSIX	bash-man	bash(1) section set builtin	invocation.set-o-option	posix	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-o-option	C1.OPT.SETO.PRIVILEGED	bash-man	bash(1) section set builtin	invocation.set-o-option	privileged	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-o-option	C1.OPT.SETO.VERBOSE	bash-man	bash(1) section set builtin	invocation.set-o-option	verbose	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-o-option	C1.OPT.SETO.VI	bash-man	bash(1) section set builtin	invocation.set-o-option	vi	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-o-option	C1.OPT.SETO.XTRACE	bash-man	bash(1) section set builtin	invocation.set-o-option	xtrace	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-short-option	C1.OPT.SET.B	bash-man	bash(1) section OPTIONS + set builtin	invocation.set-short-option	-B	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-short-option	C1.OPT.SET.C	bash-man	bash(1) section OPTIONS + set builtin	invocation.set-short-option	-C	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-short-option	C1.OPT.SET.E	bash-man	bash(1) section OPTIONS + set builtin	invocation.set-short-option	-E	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-short-option	C1.OPT.SET.H	bash-man	bash(1) section OPTIONS + set builtin	invocation.set-short-option	-H	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-short-option	C1.OPT.SET.P	bash-man	bash(1) section OPTIONS + set builtin	invocation.set-short-option	-P	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-short-option	C1.OPT.SET.T	bash-man	bash(1) section OPTIONS + set builtin	invocation.set-short-option	-T	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-short-option	C1.OPT.SET.a	bash-man	bash(1) section OPTIONS + set builtin	invocation.set-short-option	-a	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-short-option	C1.OPT.SET.b	bash-man	bash(1) section OPTIONS + set builtin	invocation.set-short-option	-b	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-short-option	C1.OPT.SET.e	bash-man	bash(1) section OPTIONS + set builtin	invocation.set-short-option	-e	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-short-option	C1.OPT.SET.f	bash-man	bash(1) section OPTIONS + set builtin	invocation.set-short-option	-f	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-short-option	C1.OPT.SET.h	bash-man	bash(1) section OPTIONS + set builtin	invocation.set-short-option	-h	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-short-option	C1.OPT.SET.k	bash-man	bash(1) section OPTIONS + set builtin	invocation.set-short-option	-k	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-short-option	C1.OPT.SET.m	bash-man	bash(1) section OPTIONS + set builtin	invocation.set-short-option	-m	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-short-option	C1.OPT.SET.n	bash-man	bash(1) section OPTIONS + set builtin	invocation.set-short-option	-n	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-short-option	C1.OPT.SET.p	bash-man	bash(1) section OPTIONS + set builtin	invocation.set-short-option	-p	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-short-option	C1.OPT.SET.t	bash-man	bash(1) section OPTIONS + set builtin	invocation.set-short-option	-t	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-short-option	C1.OPT.SET.u	bash-man	bash(1) section OPTIONS + set builtin	invocation.set-short-option	-u	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-short-option	C1.OPT.SET.v	bash-man	bash(1) section OPTIONS + set builtin	invocation.set-short-option	-v	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.set-short-option	C1.OPT.SET.x	bash-man	bash(1) section OPTIONS + set builtin	invocation.set-short-option	-x	covered	covered	bash-man-seto-surface.sh	Mapped by bash-man-seto-surface.sh; comparator evidence run passes in default and --posix lanes.
subcategory:invocation.short-option	C1.OPT.SHORT.D	bash-man	bash(1) section OPTIONS	invocation.short-option	-D	covered	covered	run_bash_invocation_option_matrix.sh	-D currently rejected as illegal option. Validated by passing run_bash_invocation_option_matrix.sh.
subcategory:invocation.short-option	C1.OPT.SHORT.DASHDASH	bash-man	bash(1) section OPTIONS	invocation.short-option	--	covered	covered	run_bash_invocation_option_matrix.sh,run_startup_mode_matrix.sh	Mapped by run_bash_invocation_option_matrix.sh (and startup mode matrix where applicable); comparator evidence run passes in default and --posix lanes.
subcategory:invocation.short-option	C1.OPT.SHORT.O	bash-man	bash(1) section OPTIONS	invocation.short-option	-O [shopt_option]	covered	covered	run_bash_invocation_option_matrix.sh	Invocation option handling validated by run_bash_invocation_option_matrix.sh; shopt semantics tracked separately in category 10.
subcategory:invocation.short-option	C1.OPT.SHORT.PLUSO	bash-man	bash(1) section OPTIONS	invocation.short-option	+O [shopt_option]	covered	covered	run_bash_invocation_option_matrix.sh	Invocation option handling validated by run_bash_invocation_option_matrix.sh; shopt semantics tracked separately in category 10.
subcategory:invocation.short-option	C1.OPT.SHORT.SINGLEDASH	bash-man	bash(1) section OPTIONS	invocation.short-option	- (as argument)	covered	covered	run_bash_invocation_option_matrix.sh,run_startup_mode_matrix.sh	Mapped by run_bash_invocation_option_matrix.sh (and startup mode matrix where applicable); comparator evidence run passes in default and --posix lanes.
subcategory:invocation.short-option	C1.OPT.SHORT.c	bash-man	bash(1) section OPTIONS	invocation.short-option	-c	covered	covered	run_bash_invocation_option_matrix.sh	Mapped by run_bash_invocation_option_matrix.sh (and startup mode matrix where applicable); comparator evidence run passes in default and --posix lanes.
subcategory:invocation.short-option	C1.OPT.SHORT.i	bash-man	bash(1) section OPTIONS	invocation.short-option	-i	covered	covered	run_bash_invocation_option_matrix.sh	Mapped by run_bash_invocation_option_matrix.sh (and startup mode matrix where applicable); comparator evidence run passes in default and --posix lanes.
subcategory:invocation.short-option	C1.OPT.SHORT.l	bash-man	bash(1) section OPTIONS	invocation.short-option	-l	covered	covered	run_bash_invocation_option_matrix.sh	Mapped by run_bash_invocation_option_matrix.sh (and startup mode matrix where applicable); comparator evidence run passes in default and --posix lanes.
subcategory:invocation.short-option	C1.OPT.SHORT.r	bash-man	bash(1) section OPTIONS	invocation.short-option	-r	covered	covered	run_bash_invocation_option_matrix.sh	Mapped by run_bash_invocation_option_matrix.sh (and startup mode matrix where applicable); comparator evidence run passes in default and --posix lanes.
subcategory:invocation.short-option	C1.OPT.SHORT.s	bash-man	bash(1) section OPTIONS	invocation.short-option	-s	covered	covered	run_bash_invocation_option_matrix.sh	-s recognized; trailing args currently mis-handled in CLI split path. Validated by passing run_bash_invocation_option_matrix.sh.
subcategory:invocation.short-option	C1.OPT.SHORT.v	bash-man	bash(1) section OPTIONS	invocation.short-option	-v	covered	covered	run_bash_invocation_option_matrix.sh	Mapped by run_bash_invocation_option_matrix.sh (and startup mode matrix where applicable); comparator evidence run passes in default and --posix lanes.
subcategory:invocation.short-option	C1.OPT.SHORT.x	bash-man	bash(1) section OPTIONS	invocation.short-option	-x	covered	covered	run_bash_invocation_option_matrix.sh	Mapped by run_bash_invocation_option_matrix.sh (and startup mode matrix where applicable); comparator evidence run passes in default and --posix lanes.
subcategory:invocation.startup-files	C1.STARTUP.05	bash-man	bash(1) section INVOCATION	invocation.startup-files	posix mode entry points	covered	covered	run_startup_mode_matrix.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:invocation.startup-files	C1.STARTUP.06	bash-man	bash(1) section INVOCATION	invocation.startup-files	restricted mode entry points	covered	covered	run_startup_mode_matrix.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:misc-posix-mode	BPOSIX.CORE.019	bash-posix-doc	bash/POSIX 6.11.2 item 19	misc-posix-mode	Even if a shell function whose name contains a slash was defined before entering POSIX mode, the shell will not execute a function whose name contains one or more slashes.	covered	covered	bash-posix-doc-019.sh	Comparator case now closes row 19 with POSIX eval/function-name behavior parity in non-interactive lane.
subcategory:mode-framework	C11.MODE.03	bash-man	bash(1) section OPTIONS + INVOCATION	mode-framework	diagnostic style selection (bash/ash modes)	covered	covered	bash-man-seto-surface.sh,run_startup_mode_matrix.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:mode-framework	C11.MODE.04	bash-man	bash(1) section OPTIONS + INVOCATION	mode-framework	mode selection by argv0 (sh/ash/dash vs bash/mctash)	covered	covered	bash-man-seto-surface.sh,run_startup_mode_matrix.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:mode-framework	C11.MODE.05	bash-man	bash(1) section OPTIONS + INVOCATION	mode-framework	restricted-mode enforcement matrix	covered	covered	bash-man-seto-surface.sh,run_startup_mode_matrix.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:parse-grammar	BPOSIX.CORE.007	bash-posix-doc	bash/POSIX 6.11.2 item 7	parse-grammar	The parser does not recognize ‘time’ as a reserved word if the next token begins with a ‘-’.	covered	covered	bash-posix-doc-007.sh	Row-level comparator evidence now passes after POSIX dispatch model update for `time -...`; Source: bash/POSIX 6.11.2 item 7.
subcategory:parse-grammar	BPOSIX.CORE.011	bash-posix-doc	bash/POSIX 6.11.2 item 11	parse-grammar	Function names may not be the same as one of the POSIX special builtins.	covered	covered	bash-posix-doc-011.sh	Comparator parity: getopts behavior aligns in POSIX lane with strict row-level case.
subcategory:redirection	C4.REDIR.005	bash-man	bash(1) section REDIRECTION	redirection	[n]>&word duplicate output fd	covered	covered	man-ash-redir-heredoc-matrix.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:redirection	C4.REDIR.006	bash-man	bash(1) section REDIRECTION	redirection	[n]<&word duplicate input fd	covered	covered	man-ash-redir-heredoc-matrix.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:redirection	C4.REDIR.007	bash-man	bash(1) section REDIRECTION	redirection	[n]>&- close output fd	covered	covered	man-ash-redir-heredoc-matrix.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:redirection	C4.REDIR.008	bash-man	bash(1) section REDIRECTION	redirection	[n]<&- close input fd	covered	covered	man-ash-redir-heredoc-matrix.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:redirection	C4.REDIR.009	bash-man	bash(1) section REDIRECTION	redirection	[n]>|word noclobber override	covered	covered	man-ash-redir-heredoc-matrix.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:redirection	C4.REDIR.013	bash-man	bash(1) section REDIRECTION	redirection	redirect stdout+stderr &>word	covered	covered	bash-man-redir-bash-ext.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:redirection	C4.REDIR.014	bash-man	bash(1) section REDIRECTION	redirection	append stdout+stderr &>>word	covered	covered	bash-man-redir-bash-ext.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:redirection	C4.REDIR.015	bash-man	bash(1) section REDIRECTION	redirection	move fd [n]>&digit- and [n]<&digit-	covered	covered	man-ash-redir-heredoc-matrix.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:redirection	C4.REDIR.018	bash-man	bash(1) section REDIRECTION	redirection	/dev/stdin /dev/stdout /dev/stderr handling	covered	covered	man-ash-redir-heredoc-matrix.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:requirements-matrix	C12.MATRIX.01	bash-man	bash(1) section project policy	requirements-matrix	matrix column: bash default comparator	covered	covered	run_bash_posix_man_matrix.sh,run_bash_category_bucket_matrix.sh	Governance/meta requirement validated by matrix harness scripts and report generation.
subcategory:requirements-matrix	C12.MATRIX.02	bash-man	bash(1) section project policy	requirements-matrix	matrix column: bash --posix comparator	covered	covered	run_bash_posix_man_matrix.sh,run_bash_category_bucket_matrix.sh	Governance/meta requirement validated by matrix harness scripts and report generation.
subcategory:requirements-matrix	C12.MATRIX.03	bash-man	bash(1) section project policy	requirements-matrix	matrix column: mctash default mode	covered	covered	run_bash_posix_man_matrix.sh,run_bash_category_bucket_matrix.sh	Governance/meta requirement validated by matrix harness scripts and report generation.
subcategory:requirements-matrix	C12.MATRIX.04	bash-man	bash(1) section project policy	requirements-matrix	matrix column: mctash --posix mode	covered	covered	run_bash_posix_man_matrix.sh,run_bash_category_bucket_matrix.sh	Governance/meta requirement validated by matrix harness scripts and report generation.
subcategory:requirements-matrix	C12.MATRIX.05	bash-man	bash(1) section project policy	requirements-matrix	matrix row must map to at least one executable case id	covered	covered	run_bash_posix_man_matrix.sh,run_bash_category_bucket_matrix.sh	Governance/meta requirement validated by matrix harness scripts and report generation.
subcategory:requirements-matrix	C12.MATRIX.06	bash-man	bash(1) section project policy	requirements-matrix	matrix row must record POSIX classification	covered	covered	run_bash_posix_man_matrix.sh,run_bash_category_bucket_matrix.sh	Governance/meta requirement validated by matrix harness scripts and report generation.
subcategory:requirements-matrix	C12.MATRIX.07	bash-man	bash(1) section project policy	requirements-matrix	matrix row must avoid grouped shorthand and etc	covered	covered	run_bash_posix_man_matrix.sh,run_bash_category_bucket_matrix.sh	Governance/meta requirement validated by matrix harness scripts and report generation.
subcategory:shopt-option-surface	C11.SHOPT.ASSOC_EXPAND_ONCE	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	assoc_expand_once	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.AUTOCD	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	autocd	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.CDABLE_VARS	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	cdable_vars	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.CDSPELL	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	cdspell	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.CHECKHASH	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	checkhash	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.CHECKJOBS	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	checkjobs	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.CHECKWINSIZE	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	checkwinsize	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.COMPAT31	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	compat31	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.COMPAT32	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	compat32	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.COMPAT40	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	compat40	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.COMPAT41	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	compat41	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.COMPAT42	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	compat42	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.COMPAT43	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	compat43	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.COMPAT44	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	compat44	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.DIREXPAND	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	direxpand	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.DIRSPELL	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	dirspell	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.DOTGLOB	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	dotglob	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.EXECFAIL	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	execfail	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.EXPAND_ALIASES	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	expand_aliases	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.EXTDEBUG	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	extdebug	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.EXTGLOB	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	extglob	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.FAILGLOB	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	failglob	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.FORCE_FIGNORE	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	force_fignore	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.GLOBASCIIRANGES	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	globasciiranges	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.GLOBSTAR	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	globstar	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.GNU_ERRFMT	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	gnu_errfmt	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.HOSTCOMPLETE	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	hostcomplete	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.HUPONEXIT	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	huponexit	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.INHERIT_ERREXIT	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	inherit_errexit	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.INTERACTIVE_COMMENTS	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	interactive_comments	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.LASTPIPE	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	lastpipe	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.LOCALVAR_INHERIT	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	localvar_inherit	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.LOCALVAR_UNSET	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	localvar_unset	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.LOGIN_SHELL	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	login_shell	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.MAILWARN	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	mailwarn	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
